Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
L,299.97238799850714,308.2505871856077,1312.690185541464,28.65644792832732,102.09091626441152,0,0,0,0,0,0
M,298.7265920615272,310.5765647258184,1434.495722916067,43.604798495271474,127.91163889070988,0,0,0,0,0,0
M,301.78111217538714,310.01093869934,1480.5403396503964,39.11287777444242,194.2048848091461,0,0,0,0,0,0
H,292.8511845651838,309.55013617619926,1558.9422262413643,38.1072024640545,174.67328277738352,0,0,0,0,0,0
M,306.5152603721345,309.4992156686704,1234.9765075477965,36.67952191348856,182.09609487978065,0,0,0,0,0,0
M,303.1026225163548,312.1032314821816,1428.0295207054658,40.25267311230089,94.62044320365992,0,0,0,0,0,0
M,300.9365337707616,308.74768990954345,1405.281310543233,44.33672258415656,57.36147848835794,1,0,0,0,0,1
M,301.0613473443016,310.5755476580416,1731.363855932349,34.15431372793786,287.68810652942545,0,0,0,0,0,0
M,302.15977230174434,309.8301023645333,1366.8871815008831,47.53172084316996,199.85636379770503,0,0,0,0,0,0
M,296.74257042086066,310.3900582898511,1555.6204078988724,29.1784995871218,94.43552954419596,0,0,0,0,0,0
M,303.0392708040063,308.62844339663974,1321.0887270014175,44.14344961477789,84.3594435480054,0,0,0,0,0,0
M,299.8429744347526,310.07122862826213,1368.184918635626,31.93668125032408,95.599642093159,0,0,0,0,0,0
L,300.13910097300567,307.62410106888194,1421.718910465137,44.72512519704152,140.84246272591474,0,0,0,0,0,0
L,298.58132679129466,310.5714761417755,1594.173713112815,38.41275193956745,165.06690229052174,0,0,0,0,0,0
L,306.6903548056912,309.74491492461044,1745.3032724963227,51.42112427915279,104.84893059889316,0,0,0,0,0,0
H,302.5626514645082,308.8783950319957,1407.8960785835484,44.10868489650658,54.27186778418345,0,0,0,0,0,0
M,303.67643012849123,311.3517947562158,1790.100205604446,56.63457845909888,123.6960845773518,0,0,0,0,0,0
L,302.647396558792,309.7605355114269,1957.3865776466548,42.15178452545817,16.968878231561433,0,0,0,0,0,0
M,296.86007416935865,309.63461479141245,1413.1869396916625,48.0132822242465,139.87661226791752,0,0,0,0,0,0
M,301.0115991583056,307.8028136782903,1190.7401490432624,34.60098701453032,86.31829255980854,0,0,0,0,0,0
M,303.3363601437836,311.5798715488284,1360.5241219948705,43.00583953304111,162.64018863234995,0,0,0,0,0,0
M,299.5354012300823,311.5353056563059,1464.298316900826,40.51941156920534,-11.979660319276547,1,0,0,1,0,0
M,302.6086048559132,309.38638041846275,1256.5288360115776,77.28247919389048,141.57572785888328,0,0,0,0,0,0
L,302.17686712817607,305.79953144298173,1473.5415622685473,59.56831406947943,118.0097790105771,0,0,0,0,0,0
M,299.0117467283141,308.9944974412484,1606.203174955602,31.214430302867363,43.25193128770782,0,0,0,0,0,0
M,296.9230912495405,309.5332008136041,1375.5107850561062,37.33174981799559,184.20611372041327,0,0,0,0,0,0
M,301.16579069732666,309.3777159602863,1506.7433107386755,32.549580944607165,37.68642264225787,0,0,0,0,0,0
M,299.40186783006544,307.0238085952336,1559.0346077774973,46.65904399734791,10.547305608406162,0,0,0,0,0,0
M,303.69551886862746,310.06766359296734,1732.704945581227,47.09074701537322,169.37506522287472,0,0,0,0,0,0
M,302.251418555958,310.6458975810606,1750.9541836072383,24.87750632963138,125.4686238816843,0,0,0,0,0,0
M,304.028572969828,308.86965534636914,1569.9107699975334,33.93773303520957,85.81589816321822,0,0,0,0,0,0
M,301.1696375735425,309.8488575238144,1589.519494204373,32.84901164274327,116.90414318975066,0,0,0,0,0,0
M,298.9675455813872,311.33177443157064,1455.8380191157055,25.091650492760976,51.7703231996957,1,0,0,1,0,0
M,302.43347969494266,309.3040400800539,1359.0975496794622,45.69251689476026,156.4432962799272,0,0,0,0,0,0
L,298.7016823107486,310.1807875131309,1724.214903529721,50.41435973563198,224.35522319536105,0,0,0,0,0,0
L,296.6123824567593,310.8252368001229,1600.5603568097877,33.43455156530954,103.90447975301198,0,0,0,0,0,0
L,300.89744919163525,307.4794693595626,1722.0742263389525,55.63070996470904,99.24466099272362,0,0,0,0,0,0
M,298.3649217614427,309.38437279760274,1564.8655988378898,47.77894699922412,55.84912280549521,1,0,1,0,0,0
M,303.6753134517925,309.38209830247735,1717.9995337026417,40.57094287962168,68.22451924597031,0,0,0,0,0,0
M,302.03069380919254,309.9005992222215,1647.1934255635588,39.47872337399337,104.20672334413382,0,0,0,0,0,0
M,296.7423986718057,310.08789076356027,1508.9100582813728,49.84731846582273,85.37533862630815,0,0,0,0,0,0
L,304.3991614582312,308.84255400403947,1584.8560082835918,30.21627296264593,236.6152554863351,0,0,0,0,0,0
M,299.91954815591026,309.0019723234381,1548.6217662641825,34.15128553727271,242.22127813647072,0,0,0,0,0,0
L,296.49879357605084,309.7233674921692,1466.288163222734,42.16605874829117,145.7853416399993,0,0,0,0,0,0
L,299.84208286867664,312.6217567286015,1648.8820489067543,45.08422639568369,120.56027639698586,0,0,0,0,0,0
M,301.19410021333823,308.92844276103455,1748.1738686566096,41.324080363734815,3.3084223239547867,0,0,0,0,0,0
L,302.185090155682,312.92834819697595,1653.0277866402355,34.09871597578336,31.52091624818779,0,0,0,0,0,0
M,299.2877506991839,310.2889997933158,1790.6076183873488,47.66983203445598,292.25142127045206,0,0,0,0,0,0
M,304.6256938735079,309.02516678380897,1610.495373923443,54.44549936336551,61.85731972812784,0,0,0,0,0,0
L,296.91505002195544,309.2498543190472,1426.0795859855916,37.539486486521575,53.5560982999053,0,0,0,0,0,0
M,299.8810100382891,308.02063235079703,1741.641232483419,23.672382194506927,65.1039169659982,0,0,0,0,0,0
M,303.1893473426789,308.41641090751256,1570.6716208609996,43.4403326919132,131.96262816606753,0,0,0,0,0,0
L,303.64517522663573,311.8028539116605,1593.4330381967895,26.82194210225643,154.43832084478868,0,0,0,0,0,0
L,300.3534203749425,310.3882892010186,1727.1617669883808,29.103018580804346,113.6000922568059,0,0,0,0,0,0
L,298.8135034127008,309.5830504964655,1797.655938752046,41.53235476268307,91.558803760174,0,0,0,0,0,0
H,301.4117082335092,309.48721818077274,1786.3378868938837,20.820022728958243,138.98614794644828,0,0,0,0,0,0
M,301.5165413939103,309.8709709265631,1416.085964344025,30.847732113926966,179.30688211979643,0,0,0,0,0,0
M,301.11780152508334,309.29122300994715,2059.557801075098,30.396939216127304,39.05724369297069,0,0,0,0,0,0
M,301.0734845211544,306.4080094688987,1895.007994036721,49.23108709473907,162.39644224303788,0,0,0,0,0,0
L,301.6836435067329,308.74726693788847,1450.0834205189817,44.19771325339055,14.399088417938884,0,0,0,0,0,0
M,299.5345334922177,308.764160928557,1387.713469871822,26.935258542851106,139.5451133456849,0,0,0,0,0,0
M,302.3723744202201,311.17081210523645,1332.0518065571891,47.526915437806736,162.2031515047207,0,0,0,0,0,0
M,299.40126075682326,311.28936716232903,1582.5565748604984,28.27708284934596,158.71980226029012,0,0,0,0,0,0
M,300.1493656811231,310.81721934219763,1564.988315468313,37.18630582526069,77.8314659654223,0,0,0,0,0,0
M,301.74961568194067,307.9997139326682,1473.3695459215392,51.83281158169603,113.1623497120282,0,0,0,0,0,0
M,303.11555580537424,313.2027232671961,1744.9980659533533,45.23012919155581,61.74210952570716,0,0,0,0,0,0
L,302.5815173566562,310.74906305681463,1250.19054822978,34.795757030042175,80.2010137750358,0,0,0,0,0,0
L,302.0453108757171,311.79060535366466,1556.3479051031918,43.56869753470437,20.65655083189624,0,0,0,0,0,0
H,300.5256813499845,308.68803626861944,1934.6351764852643,36.91905031202315,-27.32502044009513,0,0,0,0,0,0
M,301.97198656504344,309.6834317548528,1470.430584165044,45.80848344627802,198.1150359156185,0,0,0,0,0,0
L,297.7042209329808,310.9048969863387,1762.6491555317862,49.53183010985087,195.28296865021707,0,0,0,0,0,0
L,302.66781640331,309.16826786069385,1639.5796522712487,44.43071293201795,44.64120038848472,0,0,0,0,0,0
L,298.76117371365626,310.9699465244206,1298.3847834288383,49.03375238937405,103.5591681442116,0,0,0,0,0,0
L,300.8905035321241,311.7637009066192,1320.6723702460308,37.0146312727432,108.70180656712618,0,0,0,0,0,0
L,299.86219473115244,306.2140467445658,1273.351333345944,40.54220338660593,62.45221645106346,1,1,0,0,0,0
M,301.9115789976401,308.95995233414266,1603.661938498151,51.72174279522008,166.46613418623613,0,0,0,0,0,0
M,301.1930587918659,310.44743963033943,1531.5375396124084,49.54252065613267,81.41862626034174,0,0,0,0,0,0
M,295.958533137111,308.9738846238596,1759.2803857111287,33.820091032217206,87.31985376530781,0,0,0,0,0,0
M,298.1488724953797,312.0554049700568,1467.2228712675867,28.033732658334507,171.2947383516704,0,0,0,0,0,0
L,299.9886423586572,309.1915651600144,1694.2381149148032,29.546924526269528,94.3650297231676,0,0,0,0,0,0
M,304.4855752476648,310.7993313501597,1756.656767235013,28.38086902759737,182.5438088881841,0,0,0,0,0,0
M,301.03397977129526,308.68573536712336,1439.5391092885095,41.61061833016527,154.8927279955156,0,0,0,0,0,0
H,299.602543820948,309.4103043284697,1031.7742585085923,31.35867739853457,133.0397918554002,0,0,0,0,0,0
M,302.88776087660943,307.8473937664162,1326.9962179795716,59.26914811469712,82.97862035566037,0,0,0,0,0,0
M,299.87738152208925,310.5436021280405,1683.683903352593,43.65371999879447,28.51122870248649,0,0,0,0,0,0
M,297.5364468784927,308.8076353378192,1659.3671739411118,53.24581016466988,126.47880269105904,0,0,0,0,0,0
M,304.4593572864939,307.8604038389564,1264.2894800628528,41.21183146395653,121.01243512421728,0,0,0,0,0,0
H,300.35592761368724,309.87741006475943,1499.4297620009752,55.31032572018673,93.28090415542378,0,0,0,0,0,0
M,300.14117233429687,309.9238740304653,1604.8791188164462,48.27787248976452,111.09407381557116,0,0,0,0,0,0
H,301.34563082097145,308.2963396931847,1438.146202497671,47.94974353167467,132.9494653766634,0,0,0,0,0,0
M,301.3050654828971,310.31568124369505,1784.1439475111256,37.97539301678077,93.18945227001176,0,0,0,0,0,0
M,300.44193353951334,311.65956002355614,1164.5465865593158,50.83252639612242,47.649147537316544,0,0,0,0,0,0
H,304.5145764003317,309.33154172064326,1720.308156504552,28.11163781658788,168.36116027817644,0,0,0,0,0,0
M,304.1037559721082,307.87336618363884,1774.119534444699,41.65708489021231,121.81072516234958,0,0,0,0,0,0
L,299.2306047991393,312.50256988787214,1663.4271543679174,34.617779245125455,225.1473757761744,0,0,0,0,0,0
M,302.3965087068878,309.29549959467425,1452.9967492027304,50.64380403540278,27.58630845392581,0,0,0,0,0,0
L,301.92128499887616,308.1498895093009,1784.2421686624673,39.98118975101351,28.829769659118625,0,0,0,0,0,0
M,299.43943106274537,311.33763879100565,1658.3428211327005,54.06808084472296,34.29330481075621,0,0,0,0,0,0
M,299.2774074722015,309.4011508735607,1201.4640383075007,28.206374028008693,46.50588730207214,0,0,0,0,0,0
M,303.45983957971526,308.67061437632697,1130.9056589618208,71.21294073243337,212.4722454993777,0,0,0,0,0,0
M,300.99427899506054,308.43387655525834,1867.7182248181105,44.262863045693,40.26224954044199,0,0,0,0,0,0
M,303.432452405161,311.47966762843083,1818.2046845866664,26.99901656939296,114.53460850516176,0,0,0,0,0,0
M,301.2367239770668,308.885484137884,1588.740742005655,33.86347333399337,228.813918542027,0,0,0,0,0,0
M,302.4182149053922,308.4617995911872,1361.107749282455,36.071269436764815,81.2049915325467,0,0,0,0,0,0
M,304.5642447671399,308.4760977863795,1826.7506846767103,43.28714456530405,58.275127922550766,1,0,0,0,0,1
M,299.61283290256097,309.2802886093983,1719.6435724575426,49.44584648806024,116.8067797657007,0,0,0,0,0,0
L,301.51664020715685,313.23028300727884,1640.697457859211,36.20777361805687,127.8840343550778,0,0,0,0,0,0
L,302.5144349644455,307.5942566939945,1738.874554672367,36.20217049591541,54.479939857913074,0,0,0,0,0,0
H,300.1464140346534,313.0198146068197,1509.575195374651,51.61587310704595,138.47808325246186,0,0,0,0,0,0
M,302.0159659053658,308.2031430495668,1574.7212749629552,17.214386577865493,0.950042869863239,0,0,0,0,0,0
L,301.5162448300781,309.40372848979274,1671.1799956726284,24.1035343731499,62.966516280098936,0,0,0,0,0,0
M,300.9281115583542,310.5609362247823,1380.7946991841673,39.98808986663542,102.58710559500604,0,0,0,0,0,0
L,306.0102355295396,311.3186629468128,1588.4414497035878,63.80880386677739,182.83986980766224,0,0,0,0,0,0
M,298.6529455542665,312.98480632503464,1603.3920881745114,34.58495201582291,128.16130924065567,0,0,0,0,0,0
M,301.2819581503448,311.2400111289912,1796.7362601231594,58.74200207583866,99.64255943860218,0,0,0,0,0,0
L,297.9163286842207,310.00980111224965,1595.5716194389067,43.547785173646695,49.44135940947376,0,0,0,0,0,0
L,300.7307296568829,311.25271416982275,1630.926572636854,37.368637129243965,43.56000039552795,0,0,0,0,0,0
M,296.36877182391163,311.5738811127323,1430.3682988132716,41.310401312340005,6.541944079000217,0,0,0,0,0,0
M,302.3937075274709,307.4566290738226,1586.2051028978865,41.30724408744784,126.33199485998632,0,0,0,0,0,0
M,300.82569274747715,308.26770543891814,1320.9049660226326,37.897276283151164,137.0787115147774,0,0,0,0,0,0
L,303.7452834185105,308.8880911459749,1687.5526109504212,44.02918152904807,140.0126623209373,0,0,0,0,0,0
M,301.05473164913224,311.0752024237562,1600.4306213506643,35.89774750596534,16.58458763246307,0,0,0,0,0,0
M,302.28274225717007,311.85384860581325,1562.1102253441888,32.55261535983025,159.44928994619198,0,0,0,0,0,0
M,300.87739896659696,312.6421903445655,1676.9814665851848,49.17840865549914,136.97117906361535,0,0,0,0,0,0
M,301.73520135776573,310.6576395390588,1692.0532457585605,8.189463075103411,76.79053706953106,0,0,0,0,0,0
L,301.7053152751691,311.3304074705084,1451.6048243369362,56.27525545224896,116.58122479530178,0,0,0,0,0,0
L,301.3807290365742,308.9702336312938,1239.1875141070443,36.238878923154594,167.3951673286929,0,0,0,0,0,0
M,298.1393940327605,310.1445979115762,1667.7922532265509,24.830293813803426,109.23134416448558,0,0,0,0,0,0
M,298.41803981201366,311.490212884406,1535.1673774025223,48.83937298531461,161.84444485348376,0,0,0,0,0,0
L,301.1715479166319,309.8498533077567,1357.6176168240393,47.79576497186351,118.5536771719812,0,0,0,0,0,0
M,298.5274371047404,310.2592459475976,1321.760381772094,43.26961104119213,77.02509573452977,0,0,0,0,0,0
M,296.92612682200115,311.48742791161044,1544.1296078005394,36.893671264004126,138.80081887954483,0,0,0,0,0,0
L,301.5225097845103,312.79271773580706,1410.2377153429434,41.73590604425546,68.6542822954269,0,0,0,0,0,0
M,303.0871840858568,309.0813674415759,1660.3814169971558,46.72355466459466,183.4320420728024,0,0,0,0,0,0
L,300.7030370188696,309.228916851178,1336.936936688227,42.93295099896893,154.0954245401159,0,0,0,0,0,0
M,298.27893720779014,308.59776983024,1758.859985858663,35.446542874271934,76.54313497528908,1,0,1,0,0,0
M,303.51349294679034,310.26092114175003,1477.220784471599,49.131636768278334,174.25763058637716,0,0,0,0,0,0
M,301.3439763700131,311.04395992618583,1890.0596515797224,49.63649659375876,110.84765378861827,0,0,0,0,0,0
M,296.71168779525686,310.4858000050669,1700.252946612674,62.67671936233883,123.79265859521158,0,0,0,0,0,0
M,300.33915169646923,311.4463024416593,1167.7888467765931,21.322966359524003,129.04418776715718,0,0,0,0,0,0
M,303.65493017825906,313.80466658049664,1260.9226909217748,42.31155596951701,186.67284905179292,0,0,0,0,0,0
L,301.2051191064644,311.5598222929561,1900.7322737734785,33.414580231893304,124.7972843528264,0,0,0,0,0,0
M,298.3876835945475,310.9569596077729,1176.4666943707998,61.018911476998206,175.53638508498832,0,0,0,0,0,0
H,296.8839745094572,310.3786021931959,1484.458888708626,44.43853093703616,197.5374746668201,1,0,0,0,1,0
L,302.623609917184,308.7645897325195,1752.9360228096891,40.71774184293531,-30.917322462627595,0,0,0,0,0,0
L,300.35736920913246,308.4700581572809,1751.4314355923234,43.15016887948121,146.4232234138736,0,0,0,0,0,0
M,302.23112120126774,306.8430823846609,1774.9992473423465,51.99254654529288,89.6551995667991,0,0,0,0,0,0
M,303.3480273139482,308.83925657199507,1504.8647061403435,52.87080427127225,75.57922898755254,0,0,0,0,0,0
H,297.4631821389151,308.6197562911677,1427.0936671229003,43.44792283383583,163.22301736393615,0,0,0,0,0,0
L,302.8191526057202,309.8401352761795,1686.8390322766488,47.57985921978324,219.6538480080264,0,0,0,0,0,0
M,298.5654592369072,312.59734433487864,1230.7048892809048,54.45320825052822,72.57624734511779,0,0,0,0,0,0
M,301.7052121311374,309.01840270304814,1573.086792075075,32.63635605598475,161.0153077341372,0,0,0,0,0,0
M,300.39091592994674,306.71361367105624,1655.4224562640115,39.030743015683306,144.20279592329456,0,0,0,0,0,0
M,303.22381282659194,307.14604926462675,1496.3564957262065,22.07662309873543,151.14153197212482,0,0,0,0,0,0
L,301.5559347532293,311.2839536396391,1284.111642813093,29.6297084087536,148.14433562450242,0,0,0,0,0,0
M,301.6612451226609,308.9422835353703,1660.683756624312,35.28274795477802,15.40960031668574,0,0,0,0,0,0
M,304.3465021423332,310.64142367427104,1498.1351739771544,34.05257718321679,100.17113146351528,0,0,0,0,0,0
H,298.5495853224708,310.3934838173803,1519.8084767428704,38.71380101383683,60.09190336818908,0,0,0,0,0,0
M,299.96920569696374,310.64535639135727,1437.8406950474252,40.82661771449704,262.7157255455912,0,0,0,0,0,0
L,301.6920921170966,309.6137330416483,1545.1869474689634,50.63602442137068,27.81628734139169,0,0,0,0,0,0
M,303.5050176893116,308.67086355062946,1443.887244814071,36.88269779311965,115.95123095299157,0,0,0,0,0,0
H,302.0846611116867,311.3509550185073,1490.8033938721735,53.30460336990612,129.81803217436723,0,0,0,0,0,0
L,301.1479964083801,308.14362829276484,1415.9552191516004,27.17764570229844,177.54980283664003,0,0,0,0,0,0
M,299.4887370619003,309.91692762641253,1085.2678879930345,46.32769312608678,-7.318453056651279,0,0,0,0,0,0
H,297.7626983360387,307.5830680904484,1625.1076423032637,44.28463754029852,82.29268599204127,0,0,0,0,0,0
L,303.2096824288701,307.4542888887219,1320.6014219032036,78.73664497785359,133.27675190477703,0,0,0,0,0,0
M,302.9171974822297,310.7196985905196,1601.304835617756,46.37964230271024,125.19482104093092,0,0,0,0,0,0
L,299.9109063397325,310.0521232487461,1197.414823249948,34.687589217504225,161.08400252923622,0,0,0,0,0,0
M,303.48700727690755,310.23237491661024,1126.9693483378633,61.082738107622745,-3.1909666969429225,0,0,0,0,0,0
M,301.0845105474535,313.9850603433378,1363.920643622734,45.22381858615978,132.03233479248766,0,0,0,0,0,0
L,302.5812674785193,310.4035268563377,1594.4157320850377,36.73351995064464,103.93923362663652,0,0,0,0,0,0
L,300.84724150464945,309.4061893850378,1426.384819648713,36.22305372621925,49.91786614555152,0,0,0,0,0,0
L,302.6739509086022,308.9038739610321,1531.889563388823,31.38862011020453,177.38332460454004,0,0,0,0,0,0
L,303.5722437067162,310.02878063098586,1490.3305955290375,49.69701759590119,38.40852091847015,0,0,0,0,0,0
M,302.9869054632084,309.2234769490684,1630.928494143748,39.80374602366025,187.5378257376775,0,0,0,0,0,0
M,297.3814676822607,309.65369923965784,1538.143604078955,39.24608412681874,57.7198647707366,0,0,0,0,0,0
H,305.4687778628752,310.7177500362351,1279.31025967341,30.31661113723636,143.15529214150507,0,0,0,0,0,0
M,300.5111242310453,312.34419494248834,1853.367830910443,30.38258521206897,157.07952866006192,0,0,0,0,0,0
M,299.479069381022,311.44243295342994,1736.3301363876049,30.75692925837979,80.53767014231323,0,0,0,0,0,0
M,301.9547976639417,308.466025674784,1461.7408642351863,43.41072024044393,88.03749134342561,0,0,0,0,0,0
M,299.6251315744104,309.82250738380526,1707.759632995991,34.438037941074505,13.729208105942774,0,0,0,0,0,0
L,297.7254425178629,310.9022774936538,1786.442053693803,33.074700651227815,97.50202418631476,0,0,0,0,0,0
M,301.84825470475744,312.21391322256227,1652.8647657828692,31.552567758277995,201.45589347275052,0,0,0,0,0,0
M,302.125933578167,308.6013377454526,1656.5365187723696,44.04453604084407,60.20674338834608,0,0,0,0,0,0
L,301.6700478995827,311.5564507083227,1343.7639296032803,37.69863991260704,69.77756071612882,0,0,0,0,0,0
M,302.77127895879306,309.6692122961683,1567.9491449254033,35.10531755732336,105.87994284826352,0,0,0,0,0,0
M,304.7144831624242,310.5529446048716,1408.003936131288,38.10565542487127,238.9678799528356,0,0,0,0,0,0
L,299.5266994315329,310.47875461340647,1240.2616063132184,19.585269384518668,54.06108822476946,0,0,0,0,0,0
